indicator,sub_indicator,sex,phn_code,phn_name,age_band,metric_name,unit,value
Use of mental health services - modelled,Consultations,Males,204,Gippsland,45-54 years,Proportion,(%),12
Use of mental health services - modelled,Consultations,Males,204,Gippsland,45-54 years,95% Confidence Interval of proportion,Lower (%),9.5
Use of mental health services - modelled,Consultations,Males,204,Gippsland,45-54 years,Population,(no.),17178
Use of mental health services - modelled,Consultations,Males,204,Gippsland,55-64 years,Persons who had at least one consultation for mental health,(no.),2426
Use of mental health services - modelled,Consultations,Males,204,Gippsland,55-64 years,Relative root mean square error(c),(%),8.3
Use of mental health services - modelled,Consultations,Males,204,Gippsland,55-64 years,Proportion,(%),11.5
Use of mental health services - modelled,Consultations,Males,204,Gippsland,55-64 years,95% Confidence Interval of proportion,Lower (%),9.7
Use of mental health services - modelled,Consultations,Males,204,Gippsland,55-64 years,Population,(no.),21039
Use of mental health services - modelled,Consultations,Males,204,Gippsland,65-74 years,Persons who had at least one consultation for mental health,(no.),1411
Use of mental health services - modelled,Consultations,Males,204,Gippsland,65-74 years,Relative root mean square error(c),(%),9.7
Use of mental health services - modelled,Consultations,Males,204,Gippsland,65-74 years,Proportion,(%),6.7
Use of mental health services - modelled,Consultations,Males,204,Gippsland,65-74 years,95% Confidence Interval of proportion,Lower (%),5.4
Use of mental health services - modelled,Consultations,Males,204,Gippsland,65-74 years,Population,(no.),21123
Use of mental health services - modelled,Consultations,Males,204,Gippsland,75-85 years,Persons who had at least one consultation for mental health,(no.),443
Use of mental health services - modelled,Consultations,Males,204,Gippsland,75-85 years,Relative root mean square error(c),(%),17.7
Use of mental health services - modelled,Consultations,Males,204,Gippsland,75-85 years,Proportion,(%),3.7
Use of mental health services - modelled,Consultations,Males,204,Gippsland,75-85 years,95% Confidence Interval of proportion,Lower (%),2.4
Use of mental health services - modelled,Consultations,Males,204,Gippsland,75-85 years,Population,(no.),12105
Use of mental health services - modelled,Consultations,Males,204,Gippsland,Total 16-85 years,Persons who had at least one consultation for mental health,(no.),13809
Use of mental health services - modelled,Consultations,Males,204,Gippsland,Total 16-85 years,Relative root mean square error(c),(%),6.7
Use of mental health services - modelled,Consultations,Males,204,Gippsland,Total 16-85 years,Proportion,(%),11.9
Use of mental health services - modelled,Consultations,Males,204,Gippsland,Total 16-85 years,95% Confidence Interval of proportion,Lower (%),10.3
Use of mental health services - modelled,Consultations,Males,204,Gippsland,Total 16-85 years,Population,(no.),116408
Use of mental health services - modelled,Consultations,Males,205,Murray,,In scope population(b),(%),100
Use of mental health services - modelled,Consultations,Males,205,Murray,16-24 years,Persons who had at least one consultation for mental health,(no.),5468
Use of mental health services - modelled,Consultations,Males,205,Murray,16-24 years,Relative root mean square error(c),(%),9.3
Use of mental health services - modelled,Consultations,Males,205,Murray,16-24 years,Proportion,(%),17.5
Use of mental health services - modelled,Consultations,Males,205,Murray,16-24 years,95% Confidence Interval of proportion,Lower (%),14.3
Use of mental health services - modelled,Consultations,Males,205,Murray,16-24 years,Population,(no.),31333
Use of mental health services - modelled,Consultations,Males,205,Murray,25-34 years,Persons who had at least one consultation for mental health,(no.),6210
Use of mental health services - modelled,Consultations,Males,205,Murray,25-34 years,Relative root mean square error(c),(%),8.3
Use of mental health services - modelled,Consultations,Males,205,Murray,25-34 years,Proportion,(%),17.1
Use of mental health services - modelled,Consultations,Males,205,Murray,25-34 years,95% Confidence Interval of proportion,Lower (%),14.3
Use of mental health services - modelled,Consultations,Males,205,Murray,25-34 years,Population,(no.),36227
Use of mental health services - modelled,Consultations,Males,205,Murray,35-44 years,Persons who had at least one consultation for mental health,(no.),5831
Use of mental health services - modelled,Consultations,Males,205,Murray,35-44 years,Relative root mean square error(c),(%),8.2
Use of mental health services - modelled,Consultations,Males,205,Murray,35-44 years,Proportion,(%),16.4
Use of mental health services - modelled,Consultations,Males,205,Murray,35-44 years,95% Confidence Interval of proportion,Lower (%),13.7
Use of mental health services - modelled,Consultations,Males,205,Murray,35-44 years,Population,(no.),35625
Use of mental health services - modelled,Consultations,Males,205,Murray,45-54 years,Persons who had at least one consultation for mental health,(no.),4926
Use of mental health services - modelled,Consultations,Males,205,Murray,45-54 years,Relative root mean square error(c),(%),9.5
Use of mental health services - modelled,Consultations,Males,205,Murray,45-54 years,Proportion,(%),12.8
Use of mental health services - modelled,Consultations,Males,205,Murray,45-54 years,95% Confidence Interval of proportion,Lower (%),10.4
Use of mental health services - modelled,Consultations,Males,205,Murray,45-54 years,Population,(no.),38505
Use of mental health services - modelled,Consultations,Males,205,Murray,55-64 years,Persons who had at least one consultation for mental health,(no.),5397
Use of mental health services - modelled,Consultations,Males,205,Murray,55-64 years,Relative root mean square error(c),(%),7.3
Use of mental health services - modelled,Consultations,Males,205,Murray,55-64 years,Proportion,(%),12.8
Use of mental health services - modelled,Consultations,Males,205,Murray,55-64 years,95% Confidence Interval of proportion,Lower (%),11
Use of mental health services - modelled,Consultations,Males,205,Murray,55-64 years,Population,(no.),42082
Use of mental health services - modelled,Consultations,Males,205,Murray,65-74 years,Persons who had at least one consultation for mental health,(no.),2869
Use of mental health services - modelled,Consultations,Males,205,Murray,65-74 years,Relative root mean square error(c),(%),8.4
Use of mental health services - modelled,Consultations,Males,205,Murray,65-74 years,Proportion,(%),7.5
Use of mental health services - modelled,Consultations,Males,205,Murray,65-74 years,95% Confidence Interval of proportion,Lower (%),6.3
Use of mental health services - modelled,Consultations,Males,205,Murray,65-74 years,Population,(no.),38212
Use of mental health services - modelled,Consultations,Males,205,Murray,75-85 years,Persons who had at least one consultation for mental health,(no.),908
Use of mental health services - modelled,Consultations,Males,205,Murray,75-85 years,Relative root mean square error(c),(%),16.6
Use of mental health services - modelled,Consultations,Males,205,Murray,75-85 years,Proportion,(%),4
Use of mental health services - modelled,Consultations,Males,205,Murray,75-85 years,95% Confidence Interval of proportion,Lower (%),2.7
Use of mental health services - modelled,Consultations,Males,205,Murray,75-85 years,Population,(no.),22539
Use of mental health services - modelled,Consultations,Males,205,Murray,Total 16-85 years,Persons who had at least one consultation for mental health,(no.),31609
Use of mental health services - modelled,Consultations,Males,205,Murray,Total 16-85 years,Relative root mean square error(c),(%),5.5
Use of mental health services - modelled,Consultations,Males,205,Murray,Total 16-85 years,Proportion,(%),12.9
Use of mental health services - modelled,Consultations,Males,205,Murray,Total 16-85 years,95% Confidence Interval of proportion,Lower (%),11.5
Use of mental health services - modelled,Consultations,Males,205,Murray,Total 16-85 years,Population,(no.),244522
Use of mental health services - modelled,Consultations,Males,206,Western Victoria,,In scope population(b),(%),100
Use of mental health services - modelled,Consultations,Males,206,Western Victoria,16-24 years,Persons who had at least one consultation for mental health,(no.),6069
Use of mental health services - modelled,Consultations,Males,206,Western Victoria,16-24 years,Relative root mean square error(c),(%),8.8
Use of mental health services - modelled,Consultations,Males,206,Western Victoria,16-24 years,Proportion,(%),17.4
Use of mental health services - modelled,Consultations,Males,206,Western Victoria,16-24 years,95% Confidence Interval of proportion,Lower (%),14.4
Use of mental health services - modelled,Consultations,Males,206,Western Victoria,16-24 years,Population,(no.),34916
Use of mental health services - modelled,Consultations,Males,206,Western Victoria,25-34 years,Persons who had at least one consultation for mental health,(no.),7405
Use of mental health services - modelled,Consultations,Males,206,Western Victoria,25-34 years,Relative root mean square error(c),(%),7.8
Use of mental health services - modelled,Consultations,Males,206,Western Victoria,25-34 years,Proportion,(%),17.2
Use of mental health services - modelled,Consultations,Males,206,Western Victoria,25-34 years,95% Confidence Interval of proportion,Lower (%),14.6
